primary_order_id,date_id,distributor_id,sku_id,rep_id,qty_cases
343,20230111,DIST019,SKU002,REP04,45
344,20230111,DIST019,SKU004,REP04,39
345,20230111,DIST019,SKU005,REP04,50
346,20230111,DIST020,SKU001,REP03,24
347,20230111,DIST020,SKU002,REP03,10
348,20230111,DIST020,SKU003,REP03,14
349,20230112,DIST001,SKU002,REP01,49
350,20230112,DIST002,SKU001,REP03,19
351,20230112,DIST002,SKU002,REP03,39
352,20230112,DIST002,SKU003,REP03,14
353,20230112,DIST002,SKU005,REP03,35
354,20230112,DIST003,SKU002,REP02,39
355,20230112,DIST003,SKU005,REP02,32
356,20230112,DIST004,SKU002,REP01,30
357,20230112,DIST004,SKU003,REP01,30
358,20230112,DIST004,SKU005,REP01,45
359,20230112,DIST006,SKU001,REP04,12
360,20230112,DIST006,SKU003,REP04,24
361,20230112,DIST006,SKU004,REP04,38
362,20230112,DIST007,SKU002,REP01,35
363,20230112,DIST007,SKU004,REP01,16
364,20230112,DIST008,SKU001,REP02,47
365,20230112,DIST008,SKU004,REP02,38
366,20230112,DIST010,SKU001,REP02,47
367,20230112,DIST011,SKU001,REP04,44
368,20230112,DIST011,SKU002,REP04,40
369,20230112,DIST011,SKU004,REP04,29
370,20230112,DIST012,SKU003,REP04,50
371,20230112,DIST013,SKU001,REP03,38
372,20230112,DIST014,SKU001,REP02,41
373,20230112,DIST014,SKU002,REP02,14
374,20230112,DIST014,SKU004,REP02,22
375,20230112,DIST015,SKU001,REP04,30
376,20230112,DIST015,SKU003,REP04,35
377,20230112,DIST016,SKU004,REP03,25
378,20230112,DIST016,SKU005,REP03,17
379,20230112,DIST017,SKU001,REP02,47
380,20230112,DIST017,SKU005,REP02,45
381,20230112,DIST018,SKU002,REP01,18
382,20230112,DIST019,SKU003,REP04,10
383,20230112,DIST020,SKU001,REP03,27
384,20230112,DIST020,SKU002,REP03,43
385,20230112,DIST020,SKU003,REP03,28
386,20230113,DIST002,SKU004,REP03,49
387,20230113,DIST003,SKU004,REP02,41
388,20230113,DIST003,SKU005,REP02,11
389,20230113,DIST005,SKU001,REP01,41
390,20230113,DIST005,SKU002,REP01,38
391,20230113,DIST006,SKU002,REP04,23
392,20230113,DIST007,SKU002,REP01,22
393,20230113,DIST008,SKU004,REP02,12
394,20230113,DIST008,SKU005,REP02,35
395,20230113,DIST009,SKU001,REP01,43
396,20230113,DIST009,SKU004,REP01,24
397,20230113,DIST011,SKU003,REP04,16
398,20230113,DIST011,SKU005,REP04,46
399,20230113,DIST012,SKU005,REP04,22
400,20230113,DIST013,SKU001,REP03,45
401,20230113,DIST013,SKU005,REP03,16
402,20230113,DIST014,SKU001,REP02,26
403,20230113,DIST015,SKU001,REP04,19
404,20230113,DIST015,SKU005,REP04,39
405,20230113,DIST016,SKU001,REP03,25
406,20230113,DIST016,SKU003,REP03,32
407,20230113,DIST017,SKU003,REP02,24
408,20230113,DIST017,SKU004,REP02,27
409,20230113,DIST017,SKU005,REP02,26
410,20230113,DIST019,SKU001,REP04,27
411,20230113,DIST019,SKU005,REP04,24
412,20230114,DIST001,SKU003,REP01,23
413,20230114,DIST002,SKU003,REP03,12
414,20230114,DIST002,SKU004,REP03,42
415,20230114,DIST003,SKU001,REP02,44
416,20230114,DIST003,SKU004,REP02,40
417,20230114,DIST004,SKU005,REP01,14
418,20230114,DIST006,SKU004,REP04,26
419,20230114,DIST007,SKU001,REP01,39
420,20230114,DIST007,SKU003,REP01,47
421,20230114,DIST009,SKU001,REP01,24
422,20230114,DIST009,SKU002,REP01,17
423,20230114,DIST010,SKU002,REP02,20
424,20230114,DIST011,SKU005,REP04,50
425,20230114,DIST013,SKU002,REP03,20
426,20230114,DIST013,SKU004,REP03,44
427,20230114,DIST016,SKU001,REP03,21
428,20230114,DIST017,SKU004,REP02,47
429,20230114,DIST019,SKU005,REP04,46
430,20230114,DIST020,SKU003,REP03,26
431,20230115,DIST001,SKU002,REP01,42
432,20230115,DIST002,SKU002,REP03,47
433,20230115,DIST002,SKU005,REP03,30
434,20230115,DIST003,SKU003,REP02,19
435,20230115,DIST004,SKU003,REP01,16
436,20230115,DIST004,SKU005,REP01,29
437,20230115,DIST005,SKU002,REP01,33
438,20230115,DIST005,SKU005,REP01,14
439,20230115,DIST006,SKU002,REP04,15
440,20230115,DIST006,SKU005,REP04,16
441,20230115,DIST007,SKU002,REP01,27
442,20230115,DIST007,SKU004,REP01,11
443,20230115,DIST008,SKU001,REP02,39
444,20230115,DIST009,SKU005,REP01,44
445,20230115,DIST010,SKU003,REP02,27
446,20230115,DIST010,SKU005,REP02,40
447,20230115,DIST011,SKU001,REP04,11
448,20230115,DIST011,SKU002,REP04,50
449,20230115,DIST011,SKU003,REP04,14
450,20230115,DIST011,SKU004,REP04,17
451,20230115,DIST011,SKU005,REP04,43
452,20230115,DIST012,SKU001,REP04,37
453,20230115,DIST012,SKU002,REP04,39
454,20230115,DIST012,SKU003,REP04,31
455,20230115,DIST013,SKU002,REP03,29
456,20230115,DIST013,SKU003,REP03,22
457,20230115,DIST013,SKU005,REP03,42
458,20230115,DIST015,SKU003,REP04,41
459,20230115,DIST015,SKU004,REP04,22
460,20230115,DIST016,SKU005,REP03,40
461,20230115,DIST017,SKU003,REP02,45
462,20230115,DIST019,SKU001,REP04,35
463,20230116,DIST001,SKU002,REP01,23
464,20230116,DIST003,SKU001,REP02,21
465,20230116,DIST003,SKU003,REP02,34
466,20230116,DIST004,SKU002,REP01,28
467,20230116,DIST004,SKU003,REP01,15
468,20230116,DIST005,SKU004,REP01,23
469,20230116,DIST007,SKU002,REP01,32
470,20230116,DIST007,SKU003,REP01,29
471,20230116,DIST008,SKU002,REP02,43
472,20230116,DIST008,SKU005,REP02,42
473,20230116,DIST009,SKU004,REP01,43
474,20230116,DIST009,SKU005,REP01,16
475,20230116,DIST010,SKU004,REP02,40
476,20230116,DIST011,SKU001,REP04,49
477,20230116,DIST011,SKU002,REP04,45
478,20230116,DIST011,SKU003,REP04,44
479,20230116,DIST011,SKU004,REP04,47
480,20230116,DIST011,SKU005,REP04,41
481,20230116,DIST012,SKU005,REP04,16
482,20230116,DIST013,SKU003,REP03,10
483,20230116,DIST014,SKU005,REP02,31
484,20230116,DIST016,SKU002,REP03,14
485,20230116,DIST016,SKU003,REP03,28
486,20230116,DIST016,SKU004,REP03,13
487,20230116,DIST017,SKU002,REP02,22
488,20230116,DIST017,SKU005,REP02,33
489,20230116,DIST019,SKU003,REP04,18
490,20230116,DIST019,SKU004,REP04,48
491,20230116,DIST020,SKU002,REP03,24
492,20230116,DIST020,SKU003,REP03,11
493,20230117,DIST001,SKU001,REP01,26
494,20230117,DIST001,SKU005,REP01,16
495,20230117,DIST002,SKU002,REP03,12
496,20230117,DIST003,SKU005,REP02,19
497,20230117,DIST004,SKU001,REP01,18
498,20230117,DIST004,SKU003,REP01,30
499,20230117,DIST006,SKU001,REP04,30
500,20230117,DIST006,SKU002,REP04,28
501,20230117,DIST006,SKU003,REP04,22
502,20230117,DIST006,SKU004,REP04,42
503,20230117,DIST006,SKU005,REP04,28
504,20230117,DIST007,SKU002,REP01,13
505,20230117,DIST007,SKU003,REP01,33
506,20230117,DIST007,SKU004,REP01,14
507,20230117,DIST008,SKU001,REP02,15
508,20230117,DIST010,SKU001,REP02,26
509,20230117,DIST010,SKU002,REP02,15
510,20230117,DIST011,SKU004,REP04,39
511,20230117,DIST014,SKU005,REP02,12
512,20230117,DIST015,SKU002,REP04,20
513,20230117,DIST015,SKU004,REP04,31
514,20230117,DIST015,SKU005,REP04,16
515,20230117,DIST016,SKU001,REP03,41
516,20230117,DIST016,SKU003,REP03,20
517,20230117,DIST016,SKU005,REP03,46
518,20230117,DIST017,SKU003,REP02,47
519,20230117,DIST017,SKU004,REP02,17
520,20230117,DIST017,SKU005,REP02,48
521,20230117,DIST019,SKU001,REP04,24
522,20230117,DIST019,SKU003,REP04,14
523,20230117,DIST020,SKU001,REP03,41
524,20230117,DIST020,SKU002,REP03,20
525,20230118,DIST001,SKU001,REP01,12
526,20230118,DIST003,SKU001,REP02,11
527,20230118,DIST003,SKU002,REP02,46
528,20230118,DIST005,SKU001,REP01,16
529,20230118,DIST005,SKU002,REP01,46
530,20230118,DIST005,SKU003,REP01,50
531,20230118,DIST005,SKU005,REP01,23
532,20230118,DIST006,SKU003,REP04,18
533,20230118,DIST006,SKU004,REP04,11
534,20230118,DIST007,SKU001,REP01,45
535,20230118,DIST007,SKU003,REP01,24
536,20230118,DIST008,SKU003,REP02,10
537,20230118,DIST008,SKU005,REP02,29
538,20230118,DIST009,SKU001,REP01,25
539,20230118,DIST009,SKU004,REP01,20
540,20230118,DIST010,SKU003,REP02,42
541,20230118,DIST011,SKU002,REP04,14
542,20230118,DIST011,SKU004,REP04,37
543,20230118,DIST012,SKU003,REP04,27
544,20230118,DIST012,SKU004,REP04,29
545,20230118,DIST013,SKU002,REP03,49
546,20230118,DIST014,SKU001,REP02,47
547,20230118,DIST014,SKU002,REP02,29
548,20230118,DIST014,SKU004,REP02,50
549,20230118,DIST014,SKU005,REP02,26
550,20230118,DIST016,SKU001,REP03,25
551,20230118,DIST016,SKU002,REP03,26
552,20230118,DIST016,SKU004,REP03,11
553,20230118,DIST017,SKU002,REP02,23
554,20230118,DIST017,SKU005,REP02,16
555,20230118,DIST018,SKU003,REP01,28
556,20230118,DIST019,SKU001,REP04,40
557,20230118,DIST020,SKU002,REP03,45
558,20230118,DIST020,SKU004,REP03,36
559,20230119,DIST001,SKU003,REP01,39
560,20230119,DIST002,SKU001,REP03,12
561,20230119,DIST002,SKU003,REP03,40
562,20230119,DIST002,SKU004,REP03,30
563,20230119,DIST003,SKU003,REP02,38
564,20230119,DIST003,SKU005,REP02,24
565,20230119,DIST004,SKU001,REP01,44
566,20230119,DIST005,SKU001,REP01,13
567,20230119,DIST006,SKU003,REP04,16
568,20230119,DIST007,SKU001,REP01,47
569,20230119,DIST007,SKU005,REP01,36
570,20230119,DIST008,SKU001,REP02,18
571,20230119,DIST009,SKU001,REP01,48
572,20230119,DIST009,SKU004,REP01,23
573,20230119,DIST010,SKU003,REP02,48
574,20230119,DIST010,SKU004,REP02,47
575,20230119,DIST011,SKU002,REP04,10
576,20230119,DIST011,SKU003,REP04,21
577,20230119,DIST012,SKU001,REP04,24
578,20230119,DIST012,SKU003,REP04,48
579,20230119,DIST013,SKU001,REP03,30
580,20230119,DIST013,SKU005,REP03,47
581,20230119,DIST014,SKU001,REP02,22
582,20230119,DIST014,SKU002,REP02,19
583,20230119,DIST014,SKU003,REP02,20
584,20230119,DIST015,SKU002,REP04,36
585,20230119,DIST015,SKU003,REP04,11
586,20230119,DIST015,SKU005,REP04,44
587,20230119,DIST016,SKU002,REP03,12
588,20230119,DIST016,SKU004,REP03,11
589,20230119,DIST017,SKU004,REP02,37
590,20230119,DIST019,SKU001,REP04,24
591,20230119,DIST019,SKU005,REP04,47
592,20230120,DIST001,SKU001,REP01,50
593,20230120,DIST001,SKU003,REP01,10
594,20230120,DIST001,SKU005,REP01,47
595,20230120,DIST002,SKU002,REP03,43
596,20230120,DIST005,SKU001,REP01,18
597,20230120,DIST006,SKU003,REP04,21
598,20230120,DIST006,SKU004,REP04,23
599,20230120,DIST006,SKU005,REP04,14
600,20230120,DIST007,SKU004,REP01,12
601,20230120,DIST007,SKU005,REP01,38
602,20230120,DIST008,SKU002,REP02,18
603,20230120,DIST008,SKU004,REP02,33
604,20230120,DIST008,SKU005,REP02,22
605,20230120,DIST009,SKU001,REP01,10
606,20230120,DIST010,SKU003,REP02,46
607,20230120,DIST011,SKU003,REP04,40
608,20230120,DIST011,SKU005,REP04,31
609,20230120,DIST012,SKU004,REP04,45
610,20230120,DIST013,SKU001,REP03,44
611,20230120,DIST013,SKU002,REP03,13
612,20230120,DIST013,SKU003,REP03,27
613,20230120,DIST015,SKU001,REP04,16
614,20230120,DIST016,SKU004,REP03,23
615,20230120,DIST016,SKU005,REP03,10
616,20230120,DIST018,SKU001,REP01,39
617,20230120,DIST018,SKU002,REP01,15
618,20230120,DIST018,SKU005,REP01,35
619,20230120,DIST020,SKU002,REP03,40
620,20230120,DIST020,SKU005,REP03,27
621,20230121,DIST001,SKU002,REP01,41
622,20230121,DIST002,SKU004,REP03,10
623,20230121,DIST002,SKU005,REP03,41
624,20230121,DIST003,SKU003,REP02,11
625,20230121,DIST003,SKU005,REP02,17
626,20230121,DIST004,SKU002,REP01,33
627,20230121,DIST005,SKU005,REP01,35
628,20230121,DIST006,SKU005,REP04,39
629,20230121,DIST007,SKU001,REP01,44
630,20230121,DIST008,SKU002,REP02,27
631,20230121,DIST008,SKU004,REP02,36
632,20230121,DIST009,SKU002,REP01,29
633,20230121,DIST009,SKU003,REP01,21
